name,company,year,selling_price,km_driven,fuel,transmission,owner
Mahindra Bolero DI BSIII,Mahindra,2006,145000,170000,Diesel,Manual,First Owner
Mahindra KUV 100 G80,Mahindra,2018,445000,19700,Petrol,Manual,First Owner
Hyundai Santro Xing GL,Hyundai,2011,191000,70000,LPG,Manual,First Owner
Ford Figo Aspire 1.5,Ford,2018,372000,50000,Diesel,Manual,Fourth & Above Owner
Maruti Wagon R LXI,Maruti,2005,65000,90000,Petrol,Manual,Second Owner
Hyundai Santro GLS I,Hyundai,2007,150000,60000,Petrol,Manual,Third Owner
Ford Figo Diesel LXI,Ford,2015,300000,140000,Diesel,Manual,First Owner
Mahindra Scorpio 2.6 DX,Mahindra,2003,125000,120000,Diesel,Manual,Third Owner
Tata Tigor 1.2 Revotron,Tata,2017,520000,40000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2014,190000,70000,Petrol,Manual,Third Owner
Datsun RediGO 1.0 S,Datsun,2018,310000,7000,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2012,750000,90000,Diesel,Manual,First Owner
Mahindra TUV 300 mHAWK100,Mahindra,2016,750000,110000,Diesel,Automatic,First Owner
Maruti Alto K10 VXI,Maruti,2019,350000,15000,Petrol,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2020,360000,5000,Petrol,Manual,First Owner
Renault KWID RXE,Renault,2017,285000,5000,Petrol,Manual,First Owner
Maruti Alto 800 LX,Maruti,2013,160000,70000,Petrol,Manual,Second Owner
Datsun GO Plus D,Datsun,2015,229999,60000,Petrol,Manual,Second Owner
Maruti Alto LXi,Maruti,2007,85000,120000,Petrol,Manual,Third Owner
Datsun RediGO 1.0 S,Datsun,2018,300000,7000,Petrol,Manual,First Owner
Mahindra Scorpio 2009-2014 SLE,Mahindra,2014,675000,120000,Diesel,Manual,First Owner
Mahindra Scorpio 2009-2014 SLE,Mahindra,2014,700000,145241,Diesel,Manual,First Owner
Mahindra Scorpio 2.6 Turbo,Mahindra,2008,400000,110000,Diesel,Manual,First Owner
Renault KWID RXT,Renault,2016,254999,30000,Petrol,Manual,Third Owner
Mahindra Scorpio S10 7,Mahindra,2015,1050000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2013,390000,100000,Diesel,Manual,First Owner
Toyota Etios Liva GD,Toyota,2015,450000,80000,Diesel,Manual,First Owner
Toyota Innova Crysta 2.8,Toyota,2016,1630000,40000,Diesel,Automatic,Second Owner
Maruti Vitara Brezza VDi,Maruti,2017,725000,50000,Diesel,Manual,First Owner
Tata Safari Storme LX,Tata,2013,466000,95500,Diesel,Manual,Second Owner
Ford Figo 1.2P Ambiente,Ford,2017,370000,40000,Petrol,Manual,Second Owner
Maruti Zen Estilo 1.1,Maruti,2007,150000,70000,Petrol,Manual,Third Owner
Maruti Celerio ZXI Optional,Maruti,2017,483000,15000,Petrol,Manual,First Owner
Hyundai Grand i10 Magna,Hyundai,2016,470000,10000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZDi,Maruti,2018,950000,25000,Diesel,Manual,First Owner
Hyundai Verna 1.6 VTVT,Hyundai,2013,450000,50000,Petrol,Manual,Third Owner
Toyota Etios VX,Toyota,2011,345000,70000,Petrol,Manual,First Owner
Maruti A-Star Vxi,Maruti,2009,300000,60000,Petrol,Manual,First Owner
Maruti Zen Estilo VXI,Maruti,2007,160000,74800,Petrol,Manual,Second Owner
Maruti 800 AC BSIII,Maruti,2004,120000,80000,Petrol,Manual,Second Owner
Tata Zest Revotron 1.2,Tata,2020,500000,40000,Petrol,Manual,First Owner
Mahindra XUV500 W9 2WD,Mahindra,2018,1350000,40000,Diesel,Manual,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,455000,50000,Diesel,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2013,165000,45000,Petrol,Manual,Second Owner
Maruti Swift VXI Optional,Maruti,2016,470000,23700,Petrol,Manual,First Owner
Maruti Swift VXI Deca,Maruti,2016,470000,23700,Petrol,Manual,First Owner
Jeep Compass 1.4 Sport,Jeep,2019,1520000,10000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2014,229999,53473,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 DI,Mahindra,2011,250000,100000,Diesel,Manual,Second Owner
Mahindra XUV500 W10 2WD,Mahindra,2016,1350000,25000,Diesel,Manual,First Owner
Hyundai Santro Xing GLS,Hyundai,2013,220000,80000,Petrol,Manual,First Owner
Hyundai Xcent 1.1 CRDi,Hyundai,2015,360000,120000,Diesel,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2018,350000,40000,Petrol,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2012,500000,70000,Diesel,Manual,First Owner
Chevrolet Beat Diesel LT,Chevrolet,2013,145000,90000,Diesel,Manual,Third Owner
Chevrolet Sail Hatchback 1.2,Chevrolet,2014,300000,51000,Petrol,Manual,First Owner
Tata Indica Vista Aqua,Tata,2010,180000,87000,Diesel,Manual,First Owner
Hyundai Accent GLE,Hyundai,2009,180000,87000,Petrol,Manual,Second Owner
Mahindra Bolero GLX,Mahindra,2006,200000,120000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2013,530000,40000,Diesel,Manual,First Owner
Renault Duster 110PS Diesel,Renault,2014,620000,90000,Diesel,Manual,Second Owner
Toyota Etios G,Toyota,2015,360000,110000,Petrol,Manual,Third Owner
Hyundai Santro Xing GLS,Hyundai,2010,245000,86000,Petrol,Manual,Second Owner
Maruti Swift VDI BSIV,Maruti,2009,370000,120000,Diesel,Manual,First Owner
Ford Ikon 1.6 Really,Ford,2003,130000,80000,Petrol,Manual,Third Owner
Maruti Esteem LX -,Maruti,1999,70000,65000,Petrol,Manual,Fourth & Above Owner
Maruti Esteem LX -,Maruti,1999,70000,70000,Petrol,Manual,Fourth & Above Owner
Ford Fiesta 1.5 TDCi,Ford,2014,650000,140000,Diesel,Manual,Second Owner
Maruti Swift VXI,Maruti,2019,610000,18000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2015,300000,24000,Petrol,Manual,First Owner
Hyundai Grand i10 CRDi,Hyundai,2014,425000,60000,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2012,450000,150000,Diesel,Manual,Third Owner
Hyundai Verna 1.6 CRDI,Hyundai,2011,450000,108000,Diesel,Manual,First Owner
Hyundai i10 Sportz AT,Hyundai,2011,340000,60000,Petrol,Automatic,Third Owner
Maruti Ertiga LDI Option,Maruti,2013,650000,90000,Diesel,Manual,First Owner
Tata Indigo CS LS,Tata,2009,160000,70000,Diesel,Manual,First Owner
Tata Indica Vista TDI,Tata,2014,250000,120000,Diesel,Manual,First Owner
Chevrolet Beat Diesel LT,Chevrolet,2012,225000,100000,Diesel,Manual,Third Owner
Tata Indica V2 2001-2011,Tata,2007,55000,75958,Diesel,Manual,Second Owner
Maruti 800 AC,Maruti,1996,42000,70000,Petrol,Manual,Third Owner
Tata Indica Vista Aqua,Tata,2012,250000,100000,Diesel,Manual,Second Owner
Hyundai Tucson CRDi,Hyundai,2006,282000,128000,Diesel,Manual,Fourth & Above Owner
Tata Indica V2 DLS,Tata,2007,80000,110000,Diesel,Manual,Third Owner
Maruti Swift Dzire VXI,Maruti,2016,500000,40000,Petrol,Manual,First Owner
Ford Figo Aspire 1.5,Ford,2016,500000,70000,Diesel,Manual,First Owner
Maruti Swift VDI,Maruti,2011,400000,60000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2013,550000,90000,Diesel,Manual,First Owner
Tata New Safari Dicor,Tata,2007,200000,70000,Diesel,Manual,Second Owner
Hyundai i10 Sportz,Hyundai,2012,280000,65000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,580000,88000,Diesel,Manual,First Owner
Tata Manza Aura (ABS),Tata,2009,100000,80000,Diesel,Manual,Third Owner
Mahindra Scorpio EX,Mahindra,2014,550000,60000,Diesel,Manual,First Owner
Mahindra TUV 300 T4,Mahindra,2017,700000,38000,Diesel,Manual,First Owner
Tata Manza Aqua Safire,Tata,2010,150000,80000,Petrol,Manual,Third Owner
Hyundai EON Magna Plus,Hyundai,2014,190000,60000,Petrol,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,Mahindra,2013,500000,110000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2017,640000,110000,Diesel,Manual,First Owner
Skoda Fabia 1.2L Diesel,Skoda,2011,340000,145000,Diesel,Manual,First Owner
Hyundai Elite i20 Asta,Hyundai,2019,811000,43000,Diesel,Manual,First Owner
Maruti Ritz LDi,Maruti,2016,409999,120000,Diesel,Manual,First Owner
Maruti Swift Lxi BSIII,Maruti,2007,220000,136000,Petrol,Manual,Second Owner
Tata Indica V2 DLS,Tata,2013,170000,120000,Diesel,Manual,Second Owner
Hyundai Elite i20 Petrol,Hyundai,2018,700000,25000,Petrol,Manual,First Owner
Mahindra Scorpio S10 4WD,Mahindra,2015,950000,80000,Diesel,Manual,Second Owner
Hyundai Accent GLS 1.6,Hyundai,2003,80000,40000,Petrol,Manual,Second Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Maruti Swift Dzire VDI,Maruti,2014,420000,120000,Diesel,Manual,Second Owner
Maruti S-Cross 2017-2020 Zeta,Maruti,2018,899000,35000,Diesel,Manual,First Owner
Datsun GO T Petrol,Datsun,2019,459999,35000,Petrol,Manual,First Owner
Hyundai Verna CRDi SX,Hyundai,2008,150000,120000,Diesel,Manual,Second Owner
Renault KWID 1.0 RXT,Renault,2017,350000,25000,Petrol,Manual,First Owner
Toyota Etios GD,Toyota,2015,509999,100000,Diesel,Manual,Second Owner
Mahindra Bolero 2011-2019 Plus,Mahindra,2013,500000,120000,Diesel,Manual,Third Owner
Tata Zest Revotron 1.2,Tata,2017,370000,35000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2013,240000,44000,Petrol,Manual,Second Owner
Hyundai i20 Asta 1.4,Hyundai,2015,530000,100000,Diesel,Manual,Second Owner
Mahindra Scorpio S10 7,Mahindra,2015,1000000,133000,Diesel,Manual,Second Owner
Toyota Innova Crysta 2.4,Toyota,2018,1600000,35000,Diesel,Manual,Second Owner
Hyundai i10 Sportz,Hyundai,2014,350000,64000,Petrol,Manual,First Owner
Mahindra XUV500 AT W10,Mahindra,2015,1100000,70000,Diesel,Automatic,First Owner
Hyundai i20 1.2 Magna,Hyundai,2011,220000,70000,Petrol,Manual,First Owner
Hyundai Grand i10 Sportz,Hyundai,2015,350000,100000,Petrol,Manual,First Owner
Maruti Swift LDI,Maruti,2013,370000,90000,Diesel,Manual,Second Owner
Maruti Swift Dzire VXi,Maruti,2014,220000,50000,Petrol,Manual,First Owner
Chevrolet Sail Hatchback LT,Chevrolet,2013,200000,80000,Diesel,Manual,First Owner
Mahindra KUV 100 mFALCON,Mahindra,2017,400000,50000,Diesel,Manual,First Owner
Fiat Grande Punto 1.4,Fiat,2009,150000,55000,Petrol,Manual,First Owner
Toyota Innova Crysta 2.7,Toyota,2020,1500000,40000,Petrol,Automatic,First Owner
Maruti Omni 5 Seater,Maruti,2011,130000,70000,Petrol,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2013,185000,80000,Petrol,Manual,Second Owner
Hyundai Santro Xing (Non-AC),Hyundai,2010,110000,80000,Petrol,Manual,Second Owner
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,450000,120000,Diesel,Manual,First Owner
Hyundai Grand i10 1.2,Hyundai,2018,500000,20000,Petrol,Manual,Second Owner
Ford EcoSport 1.5 Petrol,Ford,2017,570000,31596,Petrol,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2013,650000,85710,Diesel,Manual,First Owner
Toyota Fortuner 3.0 Diesel,Toyota,2012,1680000,129627,Diesel,Manual,First Owner
Datsun RediGO T Option,Datsun,2018,250000,10000,Petrol,Manual,First Owner
Hyundai i10 Sportz,Hyundai,2014,320000,15000,Petrol,Manual,First Owner
Maruti Wagon R AMT,Maruti,2017,440000,35000,Petrol,Automatic,First Owner
Hyundai i20 Sportz 1.2,Hyundai,2013,315000,49000,Petrol,Manual,Second Owner
Hyundai Santro Xing ABS,Hyundai,2007,100000,70000,Petrol,Manual,Third Owner
Tata Manza Aura Quadrajet,Tata,2010,202999,158000,Diesel,Manual,First Owner
Hyundai EON Era,Hyundai,2012,179000,30000,Petrol,Manual,Second Owner
Hyundai i10 Magna 1.2,Hyundai,2008,140000,60000,Petrol,Manual,Second Owner
Maruti Zen Estilo 1.1,Maruti,2008,150000,40000,Petrol,Manual,Second Owner
Mahindra Bolero SLX,Mahindra,2011,440000,60000,Diesel,Manual,Second Owner
Ford Figo Diesel EXI,Ford,2011,250000,55130,Diesel,Manual,Second Owner
Maruti Wagon R VXI,Maruti,2014,330000,22000,Petrol,Manual,First Owner
Ford Figo Petrol ZXI,Ford,2010,250000,48000,Petrol,Manual,First Owner
Hyundai i20 Magna,Hyundai,2012,335000,45000,Petrol,Manual,First Owner
Mahindra XUV500 W4,Mahindra,2016,1025000,22522,Diesel,Manual,First Owner
Hyundai i20 1.2 Magna,Hyundai,2012,320000,51856,Petrol,Manual,Third Owner
Maruti Ciaz RS ZXi,Maruti,2015,550000,29434,Petrol,Manual,First Owner
Honda WR-V i-DTEC VX,Honda,2018,800000,25000,Diesel,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2017,380000,28000,Petrol,Manual,Second Owner
Renault Duster 85PS Diesel,Renault,2013,400000,44500,Diesel,Manual,Second Owner
Maruti Wagon R VXI,Maruti,2016,375000,34500,Petrol,Manual,First Owner
Honda City i-VTEC CVT,Honda,2017,1100000,20000,Petrol,Automatic,First Owner
Hyundai i20 1.2 Spotz,Hyundai,2018,650000,15000,Petrol,Manual,First Owner
Nissan Micra XV CVT,Nissan,2014,361000,26000,Petrol,Automatic,First Owner
Hyundai EON D Lite,Hyundai,2012,140000,20000,Petrol,Manual,First Owner
Hyundai Xcent 1.2 VTVT,Hyundai,2019,550000,3000,Petrol,Manual,First Owner
Honda Amaze VX Petrol,Honda,2019,670000,20000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZDi,Maruti,2017,880000,25000,Diesel,Manual,First Owner
Ford EcoSport 1.5 Diesel,Ford,2018,950000,35000,Diesel,Manual,First Owner
Chevrolet Cruze LTZ,Chevrolet,2010,300000,60000,Diesel,Manual,First Owner
Honda City i-VTEC CVT,Honda,2017,1150000,6825,Petrol,Automatic,First Owner
Chevrolet Cruze LTZ AT,Chevrolet,2015,450000,155000,Diesel,Automatic,First Owner
Maruti Eeco CNG 5,Maruti,2018,375000,50000,CNG,Manual,First Owner
Maruti Ertiga BSIV VXI,Maruti,2016,600000,13500,Petrol,Manual,First Owner
Toyota Innova 2.5 V,Toyota,2008,700000,260000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 CRDi,Hyundai,2018,600000,65000,Diesel,Manual,First Owner
Mahindra Xylo H9,Mahindra,2014,630000,95000,Diesel,Manual,Second Owner
Maruti Ciaz ZXi,Maruti,2016,590000,40000,Petrol,Manual,Second Owner
Hyundai Santro Era,Hyundai,2019,420000,30000,Petrol,Manual,First Owner
Mitsubishi Pajero Sport 4X4,Mitsubishi,2016,1950000,120000,Diesel,Manual,First Owner
Tata New Safari Dicor,Tata,2013,541000,112011,Diesel,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2015,900000,125000,Diesel,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2015,900000,125000,Diesel,Manual,First Owner
Tata Manza Aura Quadrajet,Tata,2009,250000,43000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,Mahindra,2019,670000,53534,Diesel,Manual,First Owner
Tata Tigor 2017-2020 XZ,Tata,2019,530000,20000,Petrol,Manual,First Owner
Chevrolet Beat Diesel LT,Chevrolet,2012,150000,70000,Diesel,Manual,Second Owner
Mahindra XUV500 W8 2WD,Mahindra,2013,550000,70000,Diesel,Manual,Third Owner
Mahindra Scorpio 1.99 S4,Mahindra,2015,650000,150000,Diesel,Manual,First Owner
Tata Indica Vista TDI,Tata,2012,180000,100000,Diesel,Manual,Second Owner
Mahindra Thar 4X4,Mahindra,2015,585000,50000,Diesel,Manual,First Owner
Hyundai i20 Magna,Hyundai,2013,345000,120000,Petrol,Manual,Second Owner
Maruti Swift VDI,Maruti,2013,350000,110000,Diesel,Manual,Third Owner
Honda BRV i-VTEC V,Honda,2016,725000,140000,Petrol,Manual,First Owner
Tata Venture EX 7,Tata,2012,250000,120000,Diesel,Manual,First Owner
Maruti 800 AC,Maruti,2002,45000,70000,Petrol,Manual,Second Owner
Toyota Innova 2.5 E,Toyota,2007,409999,248119,Diesel,Manual,Fourth & Above Owner
Renault KWID 1.0 RXT,Renault,2017,325000,16500,Petrol,Manual,Second Owner
Maruti Alto K10 VXI,Maruti,2016,350000,9900,Petrol,Manual,First Owner
Maruti Alto LXi,Maruti,2012,180000,80000,Petrol,Manual,Third Owner
Fiat Linea Emotion,Fiat,2010,150000,100000,Petrol,Manual,Second Owner
Maruti Dzire ZXI,Maruti,2020,700000,20000,Petrol,Manual,First Owner
Maruti Ciaz ZDi Plus,Maruti,2016,795000,90000,Diesel,Manual,First Owner
Mahindra Thar CRDe,Mahindra,2019,950000,15000,Diesel,Manual,First Owner
Volkswagen Vento 1.5 Highline,Volkswagen,2018,885000,75000,Diesel,Automatic,First Owner
Maruti Ritz LDi,Maruti,2011,160000,140000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi,Hyundai,2012,300000,120000,Diesel,Manual,Second Owner
Volkswagen Vento 1.5 Highline,Volkswagen,2018,950000,75000,Diesel,Automatic,First Owner
Maruti Ertiga VDI,Maruti,2015,549000,90000,Diesel,Manual,First Owner
Audi A3 35 TDI,Audi,2018,3000000,20000,Diesel,Automatic,First Owner
Toyota Innova 2.5 VX,Toyota,2015,1200000,61000,Diesel,Manual,First Owner
Renault Fluence Diesel E4,Renault,2012,570000,100000,Diesel,Manual,Second Owner
Mahindra Thar CRDe,Mahindra,2017,800000,60000,Diesel,Manual,Second Owner
Hyundai Verna CRDi SX,Hyundai,2009,375000,100000,Diesel,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2009,300000,170000,Diesel,Manual,Third Owner
Toyota Etios G,Toyota,2013,350000,100000,Petrol,Manual,Second Owner
Mahindra Bolero SLX,Mahindra,2011,400000,120000,Diesel,Manual,Second Owner
Volkswagen Polo 1.5 TDI,Volkswagen,2015,434999,50000,Diesel,Manual,First Owner
Toyota Etios Liva G,Toyota,2012,200000,120000,Petrol,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2015,260000,25000,Petrol,Manual,First Owner
Maruti Swift VDI,Maruti,2013,450000,24019,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2013,459999,80000,Diesel,Manual,Second Owner
Maruti Ritz VDi ABS,Maruti,2011,210000,100000,Diesel,Manual,Second Owner
Maruti Swift Dzire VXI,Maruti,2015,540000,93000,Petrol,Manual,Second Owner
Maruti Ertiga SHVS VDI,Maruti,2017,710000,50000,Diesel,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2018,285000,22000,Petrol,Manual,First Owner
Hyundai Creta 1.4 E,Hyundai,2019,990000,19600,Diesel,Manual,First Owner
Tata Indigo CS eGLS,Tata,2017,362000,104000,Petrol,Manual,First Owner
Ford EcoSport 1.5 Diesel,Ford,2017,880000,33000,Diesel,Manual,First Owner
Mahindra TUV 300 mHAWK100,Mahindra,2017,700000,60000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 DI,Mahindra,2016,600000,60000,Diesel,Manual,First Owner
Nissan Terrano XL,Nissan,2015,700000,40000,Petrol,Manual,First Owner
Tata Tiago 1.05 Revotorq,Tata,2016,400000,60000,Diesel,Manual,First Owner
Hyundai Accent Executive LPG,Hyundai,2010,165000,80000,LPG,Manual,First Owner
Toyota Innova 2.5 V,Toyota,2007,350000,376412,Diesel,Manual,Second Owner
Maruti Ertiga VXI,Maruti,2014,425000,80000,Petrol,Manual,Third Owner
Hyundai Santro Xing GL,Hyundai,2012,180000,70000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2012,170000,90000,Petrol,Manual,Third Owner
Mahindra Bolero 2011-2019 DI,Mahindra,2014,370000,183000,Diesel,Manual,First Owner
Maruti Vitara Brezza VDi,Maruti,2018,800000,27000,Diesel,Manual,First Owner
Ford EcoSport 1.5 Diesel,Ford,2017,900000,35000,Diesel,Manual,First Owner
Maruti Swift VDI,Maruti,2013,390000,120000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,445000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2014,459999,70000,Diesel,Manual,Fourth & Above Owner
Maruti Wagon R LXI,Maruti,2013,275000,55000,LPG,Manual,First Owner
Maruti Ritz VDi,Maruti,2009,200000,120000,Diesel,Manual,Second Owner
Maruti Swift Dzire 1.2,Maruti,2012,350000,72000,Petrol,Manual,Second Owner
Tata New Safari 4X4,Tata,2007,95000,120000,Diesel,Manual,Second Owner
Toyota Etios GD,Toyota,2014,550000,250000,Diesel,Manual,First Owner
Chevrolet Tavera Neo 3,Chevrolet,2016,900000,100000,Diesel,Manual,First Owner
Tata Sumo Gold GX,Tata,2013,350000,120000,Diesel,Manual,Second Owner
Nissan Micra XV CVT,Nissan,2015,325000,50000,Petrol,Automatic,First Owner
Hyundai Grand i10 Asta,Hyundai,2014,455999,32000,Petrol,Manual,First Owner
Maruti Alto STD,Maruti,2008,129000,60000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2017,254000,40000,Petrol,Manual,First Owner
Ford Ecosport 1.5 Diesel,Ford,2014,570000,48000,Diesel,Manual,First Owner
Nissan Terrano XL D,Nissan,2018,840000,30000,Diesel,Manual,First Owner
Tata New Safari DICOR,Tata,2010,235000,100000,Diesel,Manual,Second Owner
Mahindra TUV 300 T6,Mahindra,2016,700000,50000,Diesel,Manual,First Owner
Hyundai Santro Xing ABS,Hyundai,2010,140000,40000,Petrol,Manual,Second Owner
Hyundai Grand i10 1.2,Hyundai,2018,528000,5000,Petrol,Manual,First Owner
Jeep Compass 2.0 Limited,Jeep,2017,1500000,12000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 DI,Mahindra,2016,560000,72000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 DI,Mahindra,2016,600000,70000,Diesel,Manual,First Owner
Chevrolet Aveo U-VA 1.2,Chevrolet,2007,102000,50000,Petrol,Manual,Second Owner
Mahindra XUV500 W8 AWD,Mahindra,2014,750000,70000,Diesel,Manual,Second Owner
Chevrolet Aveo U-VA 1.2,Chevrolet,2010,148000,70000,Petrol,Manual,Third Owner
Maruti Baleno Alpha 1.2,Maruti,2015,650000,50000,Petrol,Manual,First Owner
Volkswagen Polo Petrol Trendline,Volkswagen,2012,310000,40000,Petrol,Manual,First Owner
Hyundai Xcent 1.2 Kappa,Hyundai,2014,480000,30000,Petrol,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2018,320000,15000,Petrol,Manual,First Owner
Honda City i VTEC,Honda,2015,750000,40000,Petrol,Manual,First Owner
Nissan Micra Active XL,Nissan,2017,370000,40000,Petrol,Manual,First Owner
Maruti Swift ZXI,Maruti,2013,320000,60000,Petrol,Manual,Fourth & Above Owner
Maruti Swift ZXI,Maruti,2013,420000,67000,Petrol,Manual,First Owner
Maruti Swift Dzire VXi,Maruti,2010,240000,60000,Petrol,Manual,Second Owner
Datsun RediGO 1.0 S,Datsun,2017,220000,60000,Petrol,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2016,350000,30000,Petrol,Manual,First Owner
Honda Amaze VX i-DTEC,Honda,2018,675000,40000,Diesel,Manual,First Owner
Toyota Etios Cross 1.2L,Toyota,2016,434999,50000,Petrol,Manual,Second Owner
Honda CR-V 2.0L 2WD,Honda,2006,125000,200000,Petrol,Automatic,Third Owner
Mahindra KUV 100 mFALCON,Mahindra,2016,400000,14000,Petrol,Manual,Second Owner
Chevrolet Tavera Neo 3,Chevrolet,2015,425000,70000,Diesel,Manual,First Owner
Maruti Ritz Genus VDi,Maruti,2010,311000,94000,Diesel,Manual,Second Owner
Chevrolet Tavera Neo 3,Chevrolet,2015,509999,197000,Diesel,Manual,First Owner
Ford Figo 1.5D Trend,Ford,2015,530000,79000,Diesel,Manual,Second Owner
Skoda Octavia Rider 1.9,Skoda,2008,210000,120000,Diesel,Manual,Second Owner
Mahindra Marazzo M2 8Str,Mahindra,2019,977000,30000,Diesel,Manual,First Owner
Maruti Wagon R VXI,Maruti,2018,440000,20000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2018,440000,17000,Petrol,Manual,First Owner
Hyundai i20 1.2 Spotz,Hyundai,2018,655000,20000,Petrol,Manual,First Owner
Renault KWID RXT Optional,Renault,2016,295000,60000,Petrol,Manual,First Owner
Hyundai i20 1.2 Spotz,Hyundai,2018,655000,20000,Petrol,Manual,First Owner
Hyundai Getz 1.1 GLE,Hyundai,2007,65000,70000,Petrol,Manual,Third Owner
Tata Hexa XT,Tata,2017,1200000,150000,Diesel,Manual,First Owner
Tata Hexa XM,Tata,2017,1251000,35000,Diesel,Manual,First Owner
Tata Indigo CS eLX,Tata,2010,200000,60000,Diesel,Manual,First Owner
Hyundai i20 Active 1.4,Hyundai,2016,750000,40000,Diesel,Manual,First Owner
Maruti Wagon R LXI,Maruti,2018,400000,60000,CNG,Manual,First Owner
Honda Amaze E i-VTEC,Honda,2017,475000,57000,Petrol,Manual,First Owner
Tata Indigo VS,Tata,2012,110000,120000,Diesel,Manual,Second Owner
Renault KWID 1.0 RXT,Renault,2017,350000,30000,Petrol,Manual,First Owner
Maruti Swift Dzire Tour,Maruti,2016,450000,175000,Diesel,Manual,First Owner
Tata Indigo LX,Tata,2010,150000,90000,Diesel,Manual,First Owner
Tata Indica V2 DLS,Tata,2009,80000,110000,Diesel,Manual,Second Owner
Hyundai i20 Magna 1.2,Hyundai,2015,430000,35000,Petrol,Manual,Second Owner
